planet,file,dates,lines(txt),total(html),total(html)-lines(txt),type,observatory
S,so0001,1968-1976,10,10,0,absolute,"094 - Crimea-Simeis;; 711 - McDonald Observatory, Fort Davis;"
S,so0002,1998-1998,9,9,0,absolute,9999 - Pik Terskol
S,so0003,1998-1999,38,38,0,absolute,689 - Flagstaff
S,so0004,1999-1999,19,19,0,absolute,689 - Flagstaff
S,so0005,1995-1997,7,7,0,absolute,950 - La Palma
S,so0006,1995-1997,46,46,0,absolute,874 - Itajuba
S,so0007,2000-2000,22,22,0,absolute,"691 - Spacewatch.; 696 - Mt. Hopkins.; 699 - LONEOS.; 704 - Lincoln Laboratory Experimental Test System, New Mexico."
S,so0008,2000-2000,9,9,0,absolute,"699 - LONEOS.; 704 - Lincoln Laboratory Experimental Test System, New Mexico."
S,so0009,2001-2001,6,6,0,absolute,"673 - Table Mountain Observatory, Wrightwood"
S,so0010,2001-2001,20,20,0,absolute,"673 - Table Mountain Observatory, Wrightwood; 691 - Steward Observatory, Kitt Peak-Spacewatch; 704 - Lincoln Laboratory ETS, New Mexico"
S,so0011,2001-2001,3,3,0,absolute,761 - Zephyrhills
S,so0013,2002-2002,3,3,0,absolute,"673 - Table Mountain Observatory, Wrightwood"
S,so0014,2002-2002,3,3,0,absolute,"673 - Table Mountain Observatory, Wrightwood"
S,so0015,2002-2003,22,22,0,absolute,"704 - Lincoln Laboratory ETS, New Mexico; 673 - Table Mountain Observatory, Wrightwood"
S,so0016,1998-2003,38,38,0,absolute,"704 - Lincoln Laboratory ETS, New Mexico; 673 - Table Mountain Observatory, Wrightwood; 699 - Lowell Observatory-LONEOS"
S,so0017,2003-2003,16,16,0,absolute,"673 - Table Mountain Observatory, Wrightwood"
S,so0018,1998-1999,64,64,0,absolute,511 - Haute Provence
S,so0019,1904-1989,197,197,0,absolute,"0 - Greenwich; 074 - Boyden Observatory, Bloemfontein; 662 - Lick Observatory, Mount Hamilton; 672 - Mount Wilson; 689 - U.S. Naval Observatory, Flagstaff; 690 - Lowell Observatory, Flagstaff; 695 - Kitt Peak; 711 - McDonald Observatory, Fort Davis; 754 - Yerkes Observatory, Williams Bay; 809 - European Southern Observatory, La Silla; 822 - Cordoba; 999 - Bordeaux-Floirac"
S,so0020,2003-2003,2,2,0,absolute,673 - Table Mountain Observatory
S,so0021,2003-2003,34,34,0,absolute,"291 - LPL/Spacewatch II; 673 - Table Mountain Observatory; 704 - Lincoln Laboratory ETS, New Mexico"
S,so0022,2004-2004,5,5,0,absolute,"673 - Table Mountain Observatory, Wrightwood"
S,so0023,2001-2005,101,101,0,absolute,"689 - U.S. Naval Observatory, Flagstaff"
S,so0024,1994-2005,227,237,10,absolute,"133 - Les Tardieux; 215 - Buchloe; 415 - Kambah, near Canberra; 566 - Haleakala-NEAT/GEODSS; 568 - Mauna Kea; 644 - Palomar Mountain/NEAT; 673 - Table Mountain Observatory, Wrightwood; 675 - Palomar Mountain; 691 - Steward Observatory, Kitt Peak-Spacewatch; 695 - Kitt Peak; 699 - Lowell Observatory-LONEOS; 703 - Catalina Sky Survey; 704 - Lincoln Laboratory ETS, New Mexico; 809 - European Southern Observatory, La Silla"
S,so0025,2003-2005,210,210,0,absolute,286 - Yunnan Observatory
S,so0026,2005-2006,146,146,0,absolute,"143 - Gnosca; 415 - Kambah, near Canberra; 568 - Mauna Kea; 691 - Steward Observatory, Kitt Peak-Spacewatch; 704 - Lincoln Laboratory ETS, New Mexico; E12 - Siding Spring Survey; G96 - Mt. Lemmon Survey; H06 - New Mexico Skies Observatory"
S,so0027,2003-2004,115,115,0,absolute,"Sheshan Station (E 121 deg 11' 03.3'', N 31 deg 05' 46.1''); near the Shanghai Astronomical Observatory (SHAO); (337 - Zo-Se)"
S,so0028,2006-2006,10,10,0,absolute,"415 - Kambah, near Canberra; 691 - Steward Observatory, Kitt Peak-Spacewatch; 704 - Lincoln Laboratory ETS, New Mexico; Reference.; MPC (Minor Planets Circular) 57946, 57947."
S,so0029,2005-2006,29,29,0,absolute,"689 - U.S. Naval Observatory, Flagstaff"
S,so0030,2006-2007,88,88,0,absolute,"185 - Observatoire Astronomique Jurassien-Vicques; 415 - Kambah, near Canberra; 691 - Steward Observatory, Kitt Peak-Spacewatch; 704 - Lincoln Laboratory ETS, New Mexico; 958 - Observatoire de Dax; B01 - Taunus Observatory, Frankfurt; Reference.; MPC (Minor Planets Circular) 58097,58523,58764,59029,59305"
S,so0031,2007-2007,35,35,0,absolute,"415 - Kambah, near Canberra"
S,so0032,2007-2007,14,14,0,absolute,"415 - Kambah, near Canberra"
S,so0033,2008-2008,101,101,0,absolute,"415 - Kambah, near Canberra; 673 - Table Mountain Observatory, Wrightwood; 691 - Steward Observatory, Kitt Peak-Spacewatch; 704 - Lincoln Laboratory ETS, New Mexico; A50 - Andrushivka Astronomical Observatory; D35 - Lulin Observatory; J37 - Astrodomi Observatory, Santa Rita"
S,so0034,2000-2009,180,180,0,absolute,"415 - Kambah, near Canberra; 673 - Table Mountain Observatory, Wrightwood; 683 - Goodricke-Pigott Observatory, Tucson; 689 - U.S. Naval Observatory, Flagstaff; 704 - Lincoln Laboratory ETS, New Mexico"
S,so0035,2008-2009,65,65,0,absolute,"415 - Kambah, near Canberra; 673 - Table Mountain Observatory, Wrightwood; 689 - U.S. Naval Observatory, Flagstaff; 704 - Lincoln Laboratory ETS, New Mexico; D29 - Purple Mountain Observatory, XuYi Station"
S,so0036,2010-2011,87,87,0,absolute,"106 - Crni Vrh; 415 - Kambah, near Canberra; 673 - Table Mountain Observatory, Wrightwood; 691 - Steward Observatory, Kitt Peak-Spacewatch; 689 - U.S. Naval Observatory, Flagstaff; 704 - Lincoln Laboratory ETS, New Mexico; D29 - Purple Mountain Observatory, XuYi Station; E07 - Murrumbateman; J37 - Huelva"
S,so0037,2010-2010,5,5,0,absolute,C51 - WISE (satellite)
S,so0038,2010-2011,105,105,0,absolute,"691 - Steward Observatory, Kitt Peak-Spacewatch; 689 - U.S. Naval Observatory, Flagstaff; 704 - Lincoln Laboratory ETS, New Mexico; D29 - Purple Mountain Observatory, XuYi Station; E07 - Murrumbateman"
S,so0039,2005-2008,1173,1173,0,absolute,"327 - Peking Observatory, Xinglong Station (NAO); 337 - Zo-Se  Sheshan Station, near the Shanghai Astronomical Observatory (SHAO)"
S,so0040,2012-2012,60,60,0,absolute,"673 - Table Mountain Observatory, Wrightwood; 704 - Lincoln Laboratory ETS, New Mexico; E07 - Lincoln Laboratory ETS, New Mexico"
S,so0041,2011-2014,346,346,0,absolute,"O44 - Lijiang Station, Yunnan Observatories"
S,so0042,2000-2012,223,223,0,absolute,689 - Flagstaff
S,so0043,2011-2014,105,105,0,absolute,"673 - Table Mountain Observatory, Wrightwood; 689 - U.S. Naval Observatory, Flagstaff; 704 - Lincoln Laboratory ETS, New Mexico; C41 - MASTER-II Observatory, Kislovodsk; C95 - SATINO Remote Observatory, Haute Provence; D29 - Purple Mountain Observatory, XuYi Station; F51 - Pan-STARRS 1, Haleakala; G36 - Calar Alto-CASADO; H06 - iTelescope Observatory, Mayhill; Y00 - SONEAR Observatory, Oliveira"
S,so0044,1996-2014,1787,1787,0,absolute,"511 - Haute Provence; 809 - European Southern Observatory, La Silla; 874 - Itajuba"
S,so0045,2013 - 2014,15,15,0,absolute,689 - Flagstaff
S,so0046,2002 - 2004,5,5,0,absolute,"673 -Table Mountain Observatory, Wrightwood, California"
S,so0047,2004-2004,223,223,0,absolute,Cassini space probe
S,so0048,2015-2016,29,29,0,absolute,"673 - Table Mountain Observatory, Wrightwood; F51 - Pan-STARRS 1, Haleakala; F52 - Pan-STARRS 2, Haleakala; K95 - MASTER-SAAO Observatory, Sutherland; W88 - Slooh.com Chile Observatory, La Dehesa"
S,so0049,2016-2017,20,20,0,absolute,"673 - Table Mountain Observatory, Wrightwood; T05 - ATLAS-HKO, Haleakala; T08 - ATLAS-MLO, Mauna Loa; W88 - Slooh.com Chile Observatory, La Dehesa"
S,so0050,2019,11,11,0,absolute,"T05 - ATLAS-HKO, Haleakala; T08 - ATLAS-MLO, Mauna Loa; D29 - Purple Mountain Observatory, XuYi Station"
S,so0051,2014-2017,514,514,0,absolute,258 - Gaia
S,so0052,"1982, 2004-2021",478,478,0,absolute,"415 - Kambah; 673 - Table Mountain Observatory, Wrightwood; 688 - Lowell Observatory, Anderson Mesa Station; 691 - Steward Observatory, Kitt Peak-Spacewatch; D29 - Purple Mountain Observatory, XuYi Station; E07 - Murrumbateman; G36 - Calar Alto-CASADO; I41 - Palomar Mountain--ZTF; T05 - ATLAS-HKO, Haleakala; T08 - ATLAS-MLO, Mauna Loa; X74 - Observatorio Campo dos Amarais; Z80 - Northolt Branch Observatory"
S,so0053,2017-2019,6,6,0,absolute,"Hamamatsu, Japan:        137&#176;44'23.0""  E, 34&#176;43'07.0""  N,   17m; Miharu, Japan:           140&#176;26'04.2""  E, 37&#176;25'36.7""  N,  274m; Cerro Pahon, Chile:       70&#176;44'21.7""  W, 30&#176;14'16.9""  S, 2693.9m; Penrith Obs., Australia: 150&#176;44'29.9""  E, 33&#176;45'43.5""  S,   58m; Rockhampton, Australia:  150&#176;30'01.6""  E, 23&#176;16'10.1""  S,   50m; Yass, Australia:         148&#176;58'35.14"" E, 34&#176;51'51.17"" S,  535m; Casleo, Argentina:        69&#176;17'44.9""  W, 31&#176;47'55.6""  S, 2552m"
S,so0054,2014-2019,1066,1066,0,absolute,258 - Gaia
S,so1001,2000-2000,16,16,0,absolute,"809 - ESO; 568 - Mauna Kea; 693 - Lunar and Planetary Laboratory, Catalina Station; 697 - Kitt Peak (McGraw-Hill)"
S,so1002,2000-2000,48,48,0,absolute,"696 - F. L. Whipple Observatory, Mt. Hopkins; 695 - Kitt Peak; 809 - European Southern Observatory, La Silla; 568 - Mauna Kea; 309 - Cerro Paranal"
S,so1003,2000-2000,93,93,0,absolute,"309 - Cerro Paranal.; 568 - Mauna Kea.; 675 - Palomar.; 691 - Spacewatch.; 695 - Kitt Peak.; 696 - Mt. Hopkins.; 699 - LONEOS.; 704 - Lincoln Laboratory Experimental Test System, New Mexico.; 809 - European Southern Observatory, La Silla."
S,so1004,2000-2000,9,9,0,absolute,695 - Kitt Peak.
S,so1005,2001-2001,19,19,0,absolute,675 - Palomar.
S,so1006,2001-2001,7,2,-5,absolute,309 - Cerro Paranal.
S,so1007,2001-2001,9,9,0,absolute,950 - La Palma
S,so1008,2001-2001,62,62,0,absolute,"493 - Calar Alto; 568 - Mauna Kea; 675 - Palomar Mountain; 696 - Whipple Observatory, Mt. Hopkins"
S,so1009,2001-2001,8,8,0,absolute,309 - Cerro Paranal; 675 - Palomar Mountain
S,so1010,2002-2002,71,71,0,absolute,493 - Calar Alto; 568 - Mauna Kea
S,so1011,2003-2003,11,11,0,absolute,568 - Mauna Kea
S,so1012,2004-2004,13,13,0,absolute,568 - Mauna Kea; 675 - Palomar Mountain
S,so1013,2004-2005,143,143,0,absolute,568 - Mauna Kea
S,so1014,2000-2005,150,150,0,absolute,"309 - Cerro Paranal; 568 - Mauna Kea; 673 - Table Mountain Observatory, Wrightwood; 675 - Palomar Mountain; 691 - Steward Observatory, Kitt Peak-Spacewatch; 693 - Catalina Station, Tucson; 695 - Kitt Peak; 696 - Whipple Observatory, Mt. Hopkins; 697 - Kitt Peak, McGraw-Hill; 809 - European Southern Observatory, La Silla; 950 - La Palma"
S,so1015,2000-2005,59,59,0,absolute,568 - Mauna Kea
S,so1016,2006-2006,12,12,0,absolute,568 - Mauna Kea
S,so1017,2005-2006,92,92,0,absolute,"415 - Kambah, near Canberra; 568 - Mauna Kea; 691 - Steward Observatory, Kitt Peak-Spacewatch"
S,so1018,2004-2006,26,26,0,absolute,568 - Mauna Kea
S,so1019,2004-2006,125,125,0,absolute,568 - Mauna Kea
S,so1020,2000-2000,6,6,0,absolute,568 - Mauna Kea
S,so1021,2006-2006,6,6,0,absolute,568 - Mauna Kea
S,so1022,2007-2007,163,163,0,absolute,"213 - Observatorio Montcabre; 415 - Kambah, near Canberra; 568 - Mauna Kea; 691 - Steward Observatory, Kitt Peak-Spacewatch; G96 - Mt. Lemmon Survey"
S,so1023,2006-2007,53,53,0,absolute,568 - Mauna Kea
S,so1024,2007-2007,5,5,0,absolute,568 - Mauna Kea
S,so1025,2005-2007,47,47,0,absolute,568 - Mauna Kea
S,so1026,2007-2008,56,56,0,absolute,"415 - Kambah, near Canberra; 691 - Steward Observatory, Kitt Peak-Spacewatch; G96 - Mt. Lemmon Survey"
S,so1027,2009-2009,24,24,0,absolute,"291 - LPL/Spacewatch II; 691 - Steward Observatory, Kitt Peak-Spacewatch; H01 - Magdalena Ridge Observatory, Socorro"
S,so1028,2009-2009,4,4,0,absolute,415 - Kambah
S,so1029,2005-2011,40,40,0,absolute,"291 - LPL/Spacewatch II; 415 - Kambah; 568 - Mauna Kea; 691 - Steward Observatory, Kitt Peak-Spacewatch; E07 - Murrumbateman"
S,so1030,2009-2011,70,70,0,absolute,"291 - LPL/Spacewatch II; 691 - Steward Observatory, Kitt Peak-Spacewatch; E07 - Murrumbateman"
S,so1031,2012-2012,62,62,0,absolute,"691 - Steward Observatory, Kitt Peak-Spacewatch; E07 - Murrumbateman; F51 - Pan-STARRS 1, Haleakala"
S,so1032,2013-2014,48,48,0,absolute,"E07 - Murrumbateman; F51 - Pan-STARRS 1, Haleakala"
S,so1033,"2001-2002, 2007-2009",133,133,0,absolute,"511 - Haute Provence; 809 - European Southern Observatory, La Silla"
S,so1034,2014-2015,77,77,0,absolute,"E07 - Murrumbateman; F51 - Pan-STARRS 1, Haleakala; F52 - Pan-STARRS 2, Haleakala; W84 - Cerro Tololo-DECam"
S,so1035,2008,22,22,0,absolute,568 - Mauna Kea
S,so1036,2004-2007,434,434,0,absolute,568 - Mauna Kea
S,so1037,2013-2019,243,243,0,absolute,568 - Mauna Kea; W84 - Cerro Tololo-DECam
S,so1038,2015-2017,124,124,0,absolute,258 - Gaia
S,so1039,2004-2021,232,232,0,absolute,"568 - Mauna Kea; 691 - Steward Observatory, Kitt Peak-Spacewatch; D29 - Purple Mountain Observatory, XuYi Station; W84 - Cerro Tololo-DECam"
S,so1040,2005-2021,69,69,0,absolute,568 - Mauna Kea
S,so1041,2015-2019,341,341,0,absolute,258 - Gaia
U,ui0001,1994-1994,130,130,0,relative,HST
U,ui0002,2004-2004,135,135,0,absolute,874 - Itajuba
U,um0001,1983-1988,333,1287,954,relative,874 - Itajuba (Laboratorio Nacional de Astrofisica)
U,um0002,1989-1994,368,1472,1104,relative,874 - Itajuba (Laboratorio Nacional de Astrofisica)
U,um0003,1995-1998,750,2598,1848,relative,874 - Itajuba (Laboratorio Nacional de Astrofisica)
U,um0004,1999-1999,12,12,0,absolute,"673 -Table Mountain Observatory, Wrightwood"
U,um0005,2001-2001,9,9,0,absolute,"673 -Table Mountain Observatory, Wrightwood"
U,um0006,1998-1999,221,221,0,absolute,689 - Flagstaff
U,um0007,1982-1998,4822,3093,-1729,absolute,874 - Itajuba (Laboratorio Nacional de Astrofisica)
U,um0008,2003-2003,12,12,0,absolute,413 - Siding Spring Observatory
U,um0009,1987-1994,315,209,-106,absolute,119 - Abastuman
U,um0010,1987-1994,195,195,0,relative,119 - Abastuman
U,um0011,1987-1994,91,91,0,relative,119 - Abastuman
U,um0012,1990-1990,44,44,0,relative,123 - Byurakan
U,um0013,1990-1991,139,514,375,relative,950 - La Palma
U,um0014,1926-1926,64,64,0,relative,192 - Tashkent
U,um0015,1984-1986,139,139,0,relative,"689 - U.S. Naval Observatory, Flagstaff"
U,um0016,1975-1977,133,133,0,relative,"689 - U.S. Naval Observatory, Flagstaff"
U,um0017,1975-1975,5,5,0,absolute,"807 - Cerro Tololo Observatory, La Serena"
U,um0018,1979-1983,377,377,0,relative,"689 - U.S. Naval Observatory, Flagstaff"
U,um0019,1982-1985,1004,1004,0,relative,874 - Itajuba
U,um0020,1981-1985,76,76,0,relative,"687 - Northern Arizona University, Flagstaff"
U,um0021,1980-1980,34,24,-10,absolute,"809 - European Southern Observatory, La Silla"
U,um0022,1977-1979,58,58,0,relative,586 - Pic du Midi
U,um0023,1981-1981,82,82,0,relative,"809 - European Southern Observatory, La Silla"
U,um0024,1980-1980,30,30,0,relative,"586 - Pic du Midi; 809 - European Southern Observatory, La Silla"
U,um0025,1966-1967,39,24,-15,absolute,999 - Bordeaux-Floirac
U,um0026,1949-1949,8,8,0,relative,503 - Cambridge
U,um0027,1964-1977,156,156,0,relative,371 - Tokyo-Okayama
U,um0028,1947-1948,30,30,0,relative,503 - Cambridge
U,um0029,1948-1973,133,133,0,relative,"711 - McDonald Observatory, Fort Davis; H - University Hawaii; 693 - Catalina Station, Tucson; Reference.; Whitaker E., Greenberg R. (1973); Eccentricity and inclination of Miranda's orbit.; Communications of the Lunar and Planetary Laboratory.; N. 194. P. 70-80.; <A HREF=""../../../../cgi-bin/ObsArticleByCode.cgi?code=1973CoLPL__10___70W"">1973CoLPL__10___70W</a>"
U,um0030,1948-1966,473,473,0,absolute,"711 - McDonald Observatory, Fort Davis; 703 - Catalina Sky Survey"
U,um0031,1948-1964,804,804,0,relative,"711 - McDonald Observatory, Fort Davis"
U,um0032,1847-1871,279,279,0,relative,084 - Pulkovo
U,um0033,1877-1877,19,19,0,relative,"787 - U.S. Naval Obs., Washington"
U,um0034,1977-1882,1260,1267,7,relative,"586 - Pic du Midi; 511 - Haute Provence; 809 - European Southern Observatory, La Silla; 568 - Mauna Kea (CFH)"
U,um0035,1974-1974,25,25,0,absolute,"711 - McDonald Observatory, Fort Davis"
U,um0036,1966-1966,28,28,0,absolute,"695 - Kitt Peak; 693 - Catalina Station, Tucson"
U,um0037,1966-1966,56,56,0,relative,"695 - Kitt Peak; 693 - Catalina Station, Tucson"
U,um0038,1927-1927,82,82,0,relative,536 - Berlin-Babelsberg
U,um0039,1970-1971,55,31,-24,absolute,999 - Bordeaux-Floirac
U,um0040,1973-1974,134,78,-56,absolute,999 - Bordeaux-Floirac
U,um0041,1919-1922,115,115,0,relative,"754 - Yerkes Observatory, Williams Bay"
U,um0042,1968-1969,122,73,-49,absolute,999 - Bordeaux-Floirac
U,um0043,1908-1925,301,301,0,relative,"786 - U.S. Naval Observatory, Washington D.C."
U,um0044,1883-1884,71,71,0,relative,007 - Paris
U,um0045,1887-1887,13,13,0,relative,020 - Nice
U,um0046,1900-1907,477,477,0,relative,"786 - U.S. Naval Observatory, Washington D.C."
U,um0047,1985-1986,445,445,0,relative,Voyager 2 spacecraft centered positions
U,um0048,1894-1897,184,184,0,relative,"662 - Lick Observatory, Mount Hamilton"
U,um0049,1894-1895,127,127,0,relative,"662 - Lick Observatory, Mount Hamilton"
U,um0050,1896-1898,60,60,0,relative,"662 - Lick Observatory, Mount Hamilton"
U,um0051,1898-1901,292,292,0,relative,"662 - Lick Observatory, Mount Hamilton"
U,um0052,1903-1903,122,122,0,relative,"662 - Lick Observatory, Mount Hamilton"
U,um0053,1904-1914,296,296,0,relative,"662 - Lick Observatory, Mount Hamilton"
U,um0054,1900-1900,69,69,0,relative,"786 - U.S. Naval Obs., Washington"
U,um0055,1901-1901,152,152,0,relative,"786 - U.S. Naval Obs., Washington"
U,um0056,1902-1902,129,129,0,relative,"786 - U.S. Naval Obs., Washington"
U,um0057,1908-1910,58,58,0,relative,"786 - U.S. Naval Obs., Washington"
U,um0058,1908-1910,15,15,0,relative,"786 - U.S. Naval Obs., Washington"
U,um0059,1920-1922,58,58,0,relative,"786 - U.S. Naval Obs., Washington"
U,um0060,1876-1878,82,82,0,relative,"786 - U.S. Naval Obs., Washington"
U,um0061,1907-1918,555,555,0,relative,"754 - Yerkes Observatory, Williams Bay"
U,um0062,1880-1892,350,350,0,relative,"786 - U.S. Naval Obs., Washington (since 1893); 787 - U.S. Naval Obs., Washington (before 1893)"
U,um0063,1914-1914,20,20,0,relative,"662 - Lick Observatory, Mount Hamilton"
U,um0064,1911-1911,51,51,0,relative,"786 - U.S. Naval Obs., Washington"
U,um0065,1907-1907,92,92,0,relative,"786 - U.S. Naval Obs., Washington"
U,um0066,1904-1904,70,70,0,relative,"786 - U.S. Naval Obs., Washington"
U,um0067,1903-1903,52,52,0,relative,"786 - U.S. Naval Obs., Washington"
U,um0068,1913-1914,16,16,0,relative,192 - Tashkent
U,um0069,1880-1880,39,38,-1,relative,768 - Dearborn Observatory
U,um0070,1875-1879,293,293,0,relative,"786 - U.S. Naval Obs., Washington (since 1893); 787 - U.S. Naval Obs., Washington (before 1893)"
U,um0071,1874-1874,126,126,0,relative,"787 - U.S. Naval Obs., Washington (before 1893)"
U,um0072,1872-1874,57,57,0,relative,(???) Birr Castle
U,um0073,1863-1865,143,143,0,relative,"Malta, latitude 25 deg 55'"
U,um0074,1856-1857,51,51,0,relative,no information (m.b. Bradstones near Liverpool)
U,um0075,1852-1853,131,131,0,relative,Valetta
U,um0076,1849-1849,12,12,0,relative,no information
U,um0077,1851-1851,47,47,0,relative,no information
U,um0078,1863-1864,65,65,0,relative,no information
U,um0079,1849-1849,4,4,0,relative,no information
U,um0080,1847-1847,33,33,0,relative,no information
U,um0081,1848-1848,12,12,0,relative,no information
U,um0082,1866-1868,58,58,0,relative,"802 - Harvard Observatory, Cambridge"
U,um0083,1837-1837,26,26,0,relative,532 - Munich
U,um0084,1787-1832,108,108,0,relative,no informations
U,um0085,2007-2011,120,120,0,absolute,084 - Pulkovo
U,um0086,2007-2011,86,86,0,relative,084 - Pulkovo
U,um0087,2008-2011,62,62,0,absolute,084 - Pulkovo
U,um0088,1998-2007,2358,2358,0,absolute,"327 - Peking Observatory, Xinglong Station (NAO); 337 - Zo-Se  Sheshan Station, near the Shanghai Astronomical Observatory(SHAO)"
U,um0090,2000-2012,893,893,0,absolute,689 - Flagstaff
U,um0101,1999-2005,396,396,0,absolute,"689 - U.S. Naval Observatory, Flagstaff"
U,um0102,2007-2008,12,12,0,absolute,084 - Pulkovo
U,um0103,2007-2008,10,10,0,relative,084 - Pulkovo
U,um0109,2004-2004,287,287,0,absolute,874 - Itajuba
U,um0110,2004-2006,179,179,0,absolute,"689 - U.S. Naval Observatory, Flagstaff"
U,um0111,2005-2005,20,20,0,absolute,"B05 - Ka-Dar Observatory, Barybino"
U,um0112,2005-2005,14,14,0,relative,"B05 - Ka-Dar Observatory, Barybino"
U,um0113,2006-2006,3,3,0,absolute,"689 - U.S. Naval Observatory, Flagstaff"
U,um0114,1992-1997,147,147,0,absolute,950 - La Palma
U,um0115,2007-2007,29,29,0,absolute,F65 - Haleakala-Faulkes Telescope North
U,um0116,2007-2007,30,30,0,relative,F65 - Haleakala-Faulkes Telescope North
U,um0117,2007-2007,5,5,0,relative,"1 - Flavored Meson Observatory, PO Box 6356, Kent, WA 98064, USA; 2 - Indian Hill Observatory, PO Box 11, Chagrin Falls, OH 44022, USA; 3 - Dept. de Fisica y Matematicas, Universidad de Monterrey,; Av. I. Morones Prieto 4500 Pte., Garza Garcia, N.L. Mexico 66238"
U,um0118,1990-1990,58,58,0,absolute,188 - Majdanak
U,um0119,2007-2008,36,36,0,relative,see observatories list with the coordinates; in the relevant article.
U,um0120,2007-2008,5,5,0,relative,see observatories list with the coordinates; in the relevant article.
U,um0121,1995-2007,235,235,0,absolute,999 Bordeaux-Floirac
U,um0122,2013 - 2015,191,191,0,absolute,689 - Flagstaff
U,um0123,2001- 2009,263,263,0,absolute,"673 - Table Mountain Observatory, Wrightwood, California"
U,um0124,1982-1991,2702,2702,0,absolute,874 - Itajuba (Pico dos Dias Observatory)
U,um0125,1992-2011,9797,9797,0,absolute,874 - Itajuba (Pico dos Dias Observatory)
U,um0126,1883,6,6,0,relative,"000 - Royal Observatory, Greenwich"
U,um0127,2008-2011,62,62,0,absolute,084 - Pulkovo
U,um0128,2007-2016,294,294,0,absolute,084 - Pulkovo
U,um0129,1990-1990,24,24,0,absolute,286 - Yunnan Observatory
U,um0130,1963-1963,15,15,0,absolute,083 - Golosseevo-Kiev
U,um0131,2014-2016,3332,3332,0,absolute,286 - Yunnan Observatory
U,um0132,1979-1985,3,3,0,absolute,186 - Kitab
U,um0133,1963-1990,77,77,0,absolute,083 - Golosseevo-Kiev; 188 - Majdanak
U,um0134,2015-2018,23,23,0,relative,"874 - Observatorio do Pico dos Dias, Itajuba"
U,um0135,2008-2014,1915,1915,0,absolute,"337 - Sheshan, formerly Zo-Se"
U,um0136,2014-2016,757,757,0,absolute,258 - Gaia
U,um0137,2014-2020,1744,1744,0,absolute,258 - Gaia
U,um0138,1982-2011,17729,17729,0,absolute,874 - Itajuba (Pico dos Dias Observatory)
U,uo0001,1984-1998,39,39,0,absolute,675 - Palomar Mountain; 1001 - The University of Hawaii - ???; 950 - La Palma - 950; 709 - Cloudcroft (???); 696 - Whipple Observatory (Mt. Hopkins) - 696; 568 - Mauna Kea - 568; 1002 - Anglo-Australian Observatory - ???; 807 - Cerro Tololo Interamerican Observatory - 807
U,uo0002,1999-2000,38,38,0,absolute,"568 - Mauna Kea; 675 - Palomar Mountain; 695 - Kitt Peak; 950 - La Palma; 809 - ESO, La Silla"
U,uo0003,2000-2000,8,8,0,absolute,"675 - Palomar.; 809 - European Southern Observatory, La Silla."
U,uo0004,2000-2000,23,23,0,absolute,"568 - Mauna Kea; 691 - Steward Observatory, Kitt Peak-Spacewatch"
U,uo0005,2001-2001,4,4,0,absolute,"568 - Mauna Kea; 807 - Cerro Tololo Observatory, La Serena"
U,uo0006,2002-2002,8,8,0,absolute,695 - Kitt Peak
U,uo0007,2001-2001,24,24,0,absolute,"309 - Cerro Paranal.; 568 - Mauna Kea.; 675 - Palomar Mountain.; 807 - Cerro Tololo Observatory, La Serena"
U,uo0008,2002-2002,7,7,0,absolute,493 - Calar Alto
U,uo0009,2003-2003,13,13,0,absolute,568 - Mauna Kea
U,uo0010,2001-2003,46,46,0,absolute,304 - Las Campanas; 309 - Cerro Paranal; 675 - Palomar Mountain; 568 - Mauna Kea; 807 - Cerro Tololo.
U,uo0011,2002-2002,3,3,0,absolute,309 - Cerro Paranal
U,uo0012,2004-2004,3,3,0,absolute,705 Apache Point
U,uo0013,1997-2003,219,219,0,absolute,"309 - Cerro Paranal; 413 - Siding Spring Observatory; 493 - Calar Alto; 568 - Mauna Kea; 675 - Palomar Mountain; 691 - Steward Observatory, Kitt Peak-Spacewatch; 695 - Kitt Peak; 696 - Whipple Observatory, Mt. Hopkins; 709 - W & B Observatory, Cloudcroft; 807 - Cerro Tololo Observatory, La Serena; 809 - European Southern Observatory, La Silla; 829 - Complejo Astronomico El Leoncito; 950 - La Palma"
U,uo0014,2004-2005,16,16,0,absolute,309 - Cerro Paranal; 675 - Palomar Mountain
U,uo0015,2006-2006,28,28,0,absolute,"415 - Kambah, near Canberra"
U,uo0016,2008-2008,16,16,0,absolute,675 - Palomar Mountain; 807 - Cerro Tololo
U,uo0017,1999-2004,3,3,0,absolute,309 - Cerro Paranal; 568 - Mauna Kea
U,uo0018,2011-2011,57,57,0,absolute,E07 - Murrumbateman
U,uo0019,2011-2012,4,4,0,absolute,E07 - Murrumbateman
U,uo0020,2001-2012,165,165,0,absolute,304 - Las Campanas Observatory; 309 - Cerro Paranal; 493 - Calar Alto; 568 - Mauna Kea; 675 - Palomar Mountain; E07 - Murrumbateman
U,uo0021,2012-2014,75,75,0,absolute,"809 - European Southern Observatory, La Silla; C95 - SATINO Remote Observatory, Haute Provence; E07 - Murrumbateman; G96 - Mt. Lemmon Survey; H07 - 7300 Observatory, Cloudcroft; V30 - Heaven on Earth Observatory, Mayhill"
U,uo0022,2007-2008,35,35,0,absolute,"809 - European Southern Observatory, La Silla"
